CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation
10.156,Federal-State Marketing Improvement Program,consistency,1334000.00
10.168,Farmers' Market Promotion Program,consistency,1000000.00
10.169,Specialty Crop Block Grant Program,consistency,6930000.00
10.200,"Grants for Agricultural Research, Special Research Grants",consistency,13682210.00
10.206,Grants for Agricultural Research_Competitive Research Grants,consistency,175142784.00
10.210,Food and Agricultural Sciences National Needs Graduate Fellowship Grants,consistency,3506539.00
10.212,Small Business Innovation Research,consistency,15599447.00
10.215,Sustainable Agriculture Research and Education,consistency,11490336.00
10.216,1890 Institution Capacity Building Grants,consistency,11616121.00
10.217,Higher Education Challenge Grants,consistency,5174151.00
10.219,Biotechnology Risk Assessment Research,consistency,1685400.00
10.220,Higher Education Multicultural Scholars Program,consistency,932499.00
10.223,Hispanic Serving Institutions Education Grants,consistency,5686986.00
10.225,Community Food Projects,consistency,4800000.00
10.226,Secondary and Two-Year Postsecondary Agriculture Education Challenge Grants,consistency,931082.00
10.227,1994 Institutions Research Program,consistency,1445184.00
10.228,Alaska Native Serving and Native Hawaiian Serving Institutions Education Grants,consistency,3088800.00
10.290,Agricultural Market and Economic Research,consistency,2873761.00
10.303,Integrated Programs,consistency,41334662.00
10.305,International Science and Education Grants,consistency,950400.00
10.306,BIODIESEL,completeness,960000.00
10.307,Organic Agriculture Research and Extension Initiative,consistency,2836820.00
10.308,Resident Instruction Grants for Insular Area Activities,consistency,468748.00
10.352,Value-Added Producer Grants,consistency,21637622.00
10.405,Farm Labor Housing Loans and Grants,consistency,55440000.00
10.415,Rural Rental Housing Loans,consistency,36382000.00
10.417,Very Low-Income Housing Repair Loans and Grants,consistency,29700000.00
10.420,Rural Self-Help Housing Technical Assistance,consistency,30550000.00
10.433,Rural Housing Preservation Grants,consistency,9900000.00
10.435,State Mediation Grants,consistency,4207500.00
10.441,Technical and Supervisory Assistance Grants,consistency,1000000.00
10.442,Housing Application Packaging Grants,consistency,30000.00
10.443,Outreach and Assistance for Socially Disadvantaged Farmers and Ranchers,consistency,5666890.00
10.446,Rural Community Development Initiative,consistency,6200000.00
10.447,The Rural Development (RD) Multi-Family Housing  Revitalization Demonstration Program  (MPR),consistency,0.00
10.456,Partnership Agreements to Develop Non-Insurance Risk Management Tools for Producers (Farmers),consistency,4000000.00
10.457,Commodity Partnerships for Risk Management Education,consistency,4623766.00
10.459,Commodity Partnerships for Small Agricultural Risk Management Education Sessions,consistency,415655.00
10.475,Cooperative Agreements with States for Intrastate Meat and Poultry Inspection,consistency,46500000.00
10.479,Food Safety Cooperative Agreements,consistency,1000000.00
10.567,Food Distribution Program on Indian Reservations,consistency,77533898.00
10.574,Team Nutrition Grants,consistency,9381761.00
10.576,Senior Farmers Market Nutrition Program,consistency,16203484.00
10.578,WIC Grants To States (WGS) ,consistency,19198828.00
10.579,Child Nutrition Discretionary Grants Limited Availability,consistency,2997672.00
10.580,Special Nutrition Assistance Program Outreach/Participation Program,consistency,989197.00
10.582,Fresh Fruit and Vegetable Program ,consistency,9036050.00
10.652,Forestry Research,consistency,14000000.00
10.670,National Forest_Dependent Rural Communities,consistency,0.00
10.672,"Rural Development, Forestry, and Communities",consistency,0.00
10.676,Forest Legacy Program,consistency,57107000.00
10.678,Forest Stewardship Program,consistency,40069200.00
10.679,Collaborative Forest Restoration,consistency,4100700.00
10.681,Wood  Education and Resource  Center (WERC),consistency,1700000.00
10.684,International Forestry Programs,consistency,361620.00
10.760,Water and Waste Disposal Systems for Rural Communities,consistency,424385000.00
10.761,Technical Assistance and Training Grants,consistency,18358694.00
10.762,Solid Waste Management Grants,consistency,3465000.00
10.763,Emergency Community Water Assistance Grants,consistency,6959192.00
10.769,Rural Business Enterprise Grants,consistency,41925672.00
10.770,Water and Waste Disposal Loans and Grants (Section 306C),consistency,41085000.00
10.771,Rural Cooperative Development Grants,consistency,3586838.00
10.772,Empowerment Zones Program,consistency,11697938.00
10.773,Rural Business Opportunity Grants,consistency,6939689.00
10.854,Rural Economic Development Loans and Grants,consistency,9963000.00
10.855,Distance Learning and Telemedicine Loans and Grants,consistency,15000000.00
10.857,State Bulk Fuel Revolving Fund Grants,completeness,500000.00
10.858,Denali Commmission Grants and Loans,completeness,15000000.00
10.859,Assistance to High Energy Cost Rural Communities,consistency,3928578.00
10.861,Public Television Station Digital Transition Grant Program,completeness,4950000.00
10.862,Household Water Well System Grant Program,completeness,990000.00
10.863,Community Connect Grant Program,consistency,0.00
10.864,Grant Program to Establish a Fund for Financing Water and Wastewater Projects,completeness,495000.00
10.923,Emergency Watershed Protection Program,consistency,213143008.00
10.960,Technical Agricultural Assistance,consistency,7000000.00
10.961,Scientific Cooperation and Research,consistency,830000.00
10.304,Homeland Security_Agricultural,consistency,9504000.00
10.904,Watershed Protection and Flood Prevention,consistency,17974600.00
10.916,Watershed Rehabilitation Program,consistency,15300000.00
10.054,Emergency Conservation Program,consistency,0.00
10.069,Conservation Reserve Program,consistency,1969880000.00
10.600,Foreign Market Development Cooperator Program,consistency,34500000.00
10.601,Market Access Program,consistency,100000000.00
10.603,Emerging Markets Program,consistency,10000000.00
10.604,Technical Assistance for Specialty Crops Program,consistency,2000000.00
10.605,Quality Samples Program ,consistency,2500000.00
10.918,Ground and Surface Water Conservation_ Environmental Quality Incentives Program,consistency,51000000.00
10.919,Klamath Basin _ Environmental Quality Incentives Program,consistency,6012800.00
10.962,Cochran Fellowship Program-International Training-Foreign Participant,consistency,1500000.00
10.999,"Long Term Standing Agreements For Storage, Transportation And Lease",consistency,1774995367.00
10.055,Direct and Counter-cyclical Payments Program,consistency,8123433134.00
10.072,Wetlands Reserve Program,consistency,211006348.00
10.078,Bioenergy Program,consistency,60000000.00
10.427,Rural Rental Assistance Payments,consistency,487000000.00
10.551,Supplemental Nutrition Assistance Program,consistency,30319569235.00
10.566,Nutrition Assistance For Puerto Rico,consistency,1551167000.00
10.912,Environmental Quality Incentives Program,consistency,755010208.00
10.913,Farm and Ranch Lands Protection Program,consistency,50000000.00
10.914,Wildlife Habitat Incentive Program,consistency,32697700.00
10.917,Agricultural Management Assistance,consistency,0.00
10.920,Grassland Reserve Program,consistency,12671100.00
10.921,Conservation Security Program ,consistency,235960000.00
10.922,Healthy Forests Reserve Program (HFRP),consistency,2476000.00
10.053,Dairy Indemnity Program,consistency,0.00
10.066,Livestock Assistance Program,consistency,326774990.00
10.073,Crop Disaster Program,consistency,0.00
10.077,Livestock Compensation Program,consistency,0.00
10.080,Milk Income Loss Contract Program ,consistency,330000000.00
10.082,Tree Assistance Program,consistency,0.00
10.084,Dairy Market Loss Assistance Program,consistency,0.00
10.085,Tobacco Transition Payment Program,consistency,952000000.00
10.451,Noninsured Assistance,consistency,327744000.00
11.407,Interjurisdictional Fisheries Act of 1986,consistency,3700000.00
11.419,Coastal Zone Management Administration Awards,consistency,73546000.00
11.112,Market Development Cooperator Program,consistency,2000000.00
11.113,ITA Special Projects,consistency,500000.00
11.300,Investments for Public Works and Economic Development Facilities,consistency,176990281.00
11.302,Economic Development_Support for Planning Organizations,consistency,29597524.00
11.303,Economic Development_Technical Assistance,completeness,8161852.00
11.307,Economic Adjustment Assistance,consistency,64228016.00
11.312,Research and Evaluation Program,completeness,993236.00
11.400,Geodetic Surveys and Services (Geodesy and Applications of the National Geodetic Reference System),consistency,17217921.00
11.417,Sea Grant Support,consistency,51250000.00
11.420,Coastal Zone Management Estuarine Research Reserves,consistency,23178000.00
11.429,Marine Sanctuary Program,consistency,12071934.00
11.430,Undersea Research,consistency,8000000.00
11.431,Climate and Atmospheric Research,consistency,45000000.00
11.433,Marine Fisheries Initiative,consistency,2500000.00
11.434,Cooperative Fishery Statistics,consistency,5000000.00
11.436,Columbia River Fisheries Development Program,consistency,13200000.00
11.437,Pacific Fisheries Data Program,consistency,20000000.00
11.438,Pacific Coast Salmon Recovery_Pacific Salmon Treaty Program,consistency,95000000.00
11.439,Marine Mammal Data Program,consistency,25000000.00
11.440,"Environmental Sciences, Applications, Data, and Education",consistency,22000000.00
11.441,Regional Fishery Management Councils,consistency,22000000.00
11.444,Hawaii Sustainable Fisheries Development (Aquaculture Program),consistency,525000.00
11.445,Hawaii Stock Management Program,consistency,500000.00
11.449,Independent Education and Science Projects and Programs,consistency,10000.00
11.450,Automated Flood Warning Systems (AFWS),consistency,425000.00
11.452,Unallied Industry Projects,consistency,14000000.00
11.454,Unallied Management Projects,consistency,12000000.00
11.455,Cooperative Science and Education Program,consistency,6200000.00
11.457,Chesapeake Bay Studies,consistency,13500000.00
11.459,Weather and Air Quality Research,consistency,0.00
11.463,Habitat Conservation,consistency,32500000.00
11.469,Congressionally Identified Awards and  Projects,consistency,0.00
11.472,Unallied Science Program,consistency,34000000.00
11.473,Coastal Services Center,consistency,27000000.00
11.474,Atlantic Coastal Fisheries Cooperative Management Act,consistency,9250000.00
11.478,Center for Sponsored Coastal Ocean Research_Coastal Ocean Program,consistency,16000000.00
11.481,Educational Partnership Program,consistency,14400000.00
11.550,Public Telecommunications Facilities Planning and Construction,consistency,22450443.00
11.553,Special Projects,consistency,7855000.00
11.554,Low-Power Television and Translator Digital-to-Analog Conversion,consistency,10000000.00
11.555,Public Safety Interoperable Communications Grant Program,consistency,968385000.00
11.609,Measurement and Engineering Research and Standards,consistency,34362000.00
11.702,Internship Program for Postsecondary Students,consistency,1270000.00
11.800,Minority Business Enterprise Centers,consistency,8400000.00
11.801,Native American Business Enterprise Centers,consistency,1591500.00
11.803,Minority Business Opportunity Center (MBOC),consistency,1655000.00
11.313,Trade Adjustment Assistance for Firms,completeness,12912953.00
11.460,Special Oceanic and Atmospheric Projects,consistency,0.00
11.408,Fishermen's Contingency Fund,consistency,175000.00
12.404,National Guard Civilian Youth Opportunities,consistency,62500000.00
12.114,Collaborative Research and Development,consistency,6000000.00
12.300,Basic and Applied Scientific Research,consistency,480000000.00
12.350,Department of Defense HIV/AIDS Prevention Program,consistency,10000000.00
12.351,Basic  Scientific Research - Combating Weapons of Mass Destruction ,consistency,13298000.00
12.352,Scientific Research - Combating Weapons of Mass Destruction,consistency,500000.00
12.360,Research on Chemical and Biological Defense,consistency,3752500.00
12.420,Military Medical Research and Development,consistency,140000000.00
12.550,National Flagship Language Program Grants To U.S. Institutions Of Higher Education,consistency,12000000.00
12.551,National Security Education Program David L. Boren Scholarships,consistency,2000000.00
12.552,National Security Education Program David L. Boren Fellowships,consistency,2000000.00
12.553,National Flagship Language Program Fellowships,consistency,12000000.00
12.554,English for Heritage Language Speakers Grants to U.S. Institutions of Higher Education,consistency,2000000.00
12.555,English for Heritage Language Speakers Scholarships,consistency,2000000.00
12.607,"Community Economic Adjustment Assistance for Establishment, Expansion, Realignment, or Closure of a Military Installation",consistency,60000000.00
12.610,Community Economic Adjustment Planning Assistance for Joint Land Use Studies,consistency,1200000.00
12.611,Community Economic Adjustment Planning Assistance for Reductions in Defense Industry Employment,consistency,2000000.00
12.614,Community Economic Adjustment Diversification Planning,consistency,1500000.00
12.615,RESEARCH AND TECHNICAL ASSISTANCE,consistency,643287.00
12.630,"Basic, Applied, and Advanced Research in Science and Engineering",consistency,215000000.00
12.800,Air Force Defense Research Sciences Program,consistency,275000000.00
12.901,Mathematical Sciences Grants Program,consistency,3000000.00
12.902,Information Security Grant Program,consistency,2000000.00
84.002,Adult Education - Basic Grants to States,consistency,563975000.00
84.010,Title I Grants to Local Educational Agencies,consistency,12838123000.00
84.013,Title I Program for Neglected and Delinquent Children,consistency,49797000.00
84.027,Special Education_Grants to States,consistency,10782961000.00
84.041,Impact Aid,consistency,1223503000.00
84.048,Career and Technical Education -- Basic Grants to States,consistency,1162294000.00
84.060,Indian Education_Grants to Local Educational Agencies,consistency,95331000.00
84.069,Leveraging Educational Assistance Partnership,consistency,64987000.00
84.126,Rehabilitation Services_Vocational Rehabilitation Grants to States,completeness,2802716000.00
84.161,Rehabilitation Services_Client Assistance Program,consistency,11782000.00
84.169,Independent Living_State Grants,consistency,22588000.00
84.173,Special Education_Preschool Grants,consistency,380751000.00
84.181,Special Education-Grants for Infants and Families,consistency,436400000.00
84.185,Byrd Honors Scholarships,completeness,40590000.00
84.186,Safe and Drug-Free Schools and Communities_State Grants,consistency,346500000.00
84.187,Supported Employment Services for Individuals with Significant Disabilities,consistency,29700000.00
84.196,Education for Homeless Children and Youth,consistency,61871000.00
84.213,Even Start_State Educational Agencies,consistency,82282760.00
84.224,Assistive Technology,consistency,26111000.00
84.243,Tech-Prep Education,consistency,104753000.00
84.287,Twenty-First Century Community Learning Centers,consistency,981166230.00
84.318,Education Technology State Grants,consistency,272250000.00
84.331,Grants to States for Workplace and Community Transition Training for Incarcerated Individuals,completeness,22770000.00
84.343,Assistive Technology_State Grants for Protection and Advocacy,consistency,4341000.00
84.357,Reading First State Grants,consistency,1029234000.00
84.358,Rural Education,consistency,168918000.00
84.365,English Language Acquisition Grants,consistency,617177000.00
84.367,Improving Teacher Quality State Grants,consistency,2887439000.00
84.369,Grants for State Assessments and Related Activities,consistency,407563000.00
84.377,School Improvement Grants,consistency,125000000.00
84.177,Rehabilitation Services_Independent Living Services for Older Individuals Who are Blind,consistency,32895000.00
84.240,Program of Protection and Advocacy of Individual Rights,consistency,16489000.00
84.332,Comprehensive School Reform Demonstration,consistency,2352000.00
84.004,Civil Rights Training and Advisory Services,consistency,7113000.00
84.015,National Resource Centers Program for Foreign Language and Area Studies or Foreign Language and International Studies Program and Foreign Language and Area Studies Fellowship Program,consistency,58171463.00
84.016,Undergraduate International Studies and Foreign Language Programs,consistency,4300000.00
84.017,International Research and Studies,consistency,5822840.00
84.040,Impact Aid_Facilities Maintenance,consistency,4950000.00
84.042,TRIO_Student Support Services,consistency,271566777.00
84.044,TRIO_Talent Search,consistency,142884182.00
84.047,TRIO_Upward Bound,consistency,314169000.00
84.051,Career and Technical Education -- National Programs,consistency,10000000.00
84.066,TRIO_Educational Opportunity Centers,consistency,47006891.00
84.083,Women's Educational Equity Act Program,consistency,1879000.00
84.101,Career and Technical Education - Indian Set-aside,consistency,14769000.00
84.103,TRIO Staff Training Program,consistency,3331000.00
84.116,Fund for the Improvement of Postsecondary Education,consistency,21988890.00
84.120,Minority Science and Engineering Improvement,consistency,8730820.00
84.128,Rehabilitation Services_Service Projects,consistency,2279000.00
84.129,Rehabilitation Long-Term Training,consistency,19267000.00
84.132,Centers for Independent Living,consistency,74638000.00
84.133,National Institute on Disability and Rehabilitation Research,consistency,106705000.00
84.153,Business and International Education Projects,consistency,4340000.00
84.160,Training Interpreters for Individuals who are Deaf and Individuals who are Deaf-Blind,consistency,2093000.00
84.165,Magnet Schools Assistance,consistency,106693000.00
84.184,Safe and Drug-Free Schools and Communities_National Programs,consistency,230929000.00
84.191,Adult Education_National Leadership Activities,consistency,9005000.00
84.206,Javits Gifted and Talented Students Education Grant Program,consistency,7596000.00
84.214,Even Start_Migrant Education,consistency,2378483.00
84.215,Fund for the Improvement of Education,consistency,379199000.00
84.217,TRIO_McNair Post-Baccalaureate Achievement,consistency,45604173.00
84.220,Centers for International Business Education,consistency,10650000.00
84.229,Language Resource Centers,consistency,4893816.00
84.234,Projects with Industry,consistency,17293000.00
84.235,Rehabilitation Services Demonstration and Training Programs,consistency,8756000.00
84.245,Tribally Controlled Postsecondary Career and Technical Institutions ,consistency,7366000.00
84.246,Rehabilitation Short-Term Training,consistency,750000.00
84.250,Rehabilitation Services_American Indians with Disabilities,consistency,33444000.00
84.256,Freely Associated States_Education Grant Program,consistency,3817913.00
84.258,Even Start_Indian Tribes and Tribal Organizations,consistency,1189241.00
84.259,Native Hawaiian Career and Technical Education,consistency,2954000.00
84.264,Rehabilitation Training_Continuing Education,consistency,10071000.00
84.265,Rehabilitation Training_State Vocational Rehabilitation Unit In-Service Training,consistency,5766000.00
84.269,Institute for International Public Policy,consistency,1599840.00
84.274,American Overseas Research Centers,consistency,1000000.00
84.275,Rehabilitation Training_General Training,consistency,300000.00
84.282,Charter Schools,consistency,214783000.00
84.283,Comprehensive Centers,consistency,56257000.00
84.286,Ready to Teach,consistency,10890000.00
84.293,Foreign Language Assistance,consistency,23780000.00
84.295,Ready-To-Learn Television,consistency,24255000.00
84.304,Civic Education - Cooperative Education Exchange Program,consistency,12072000.00
84.305,"Education Research, Development and Dissemination",consistency,162552000.00
84.310,Parental Information and Resource Centers,consistency,39600000.00
84.315,Capacity Building for Traditionally Underserved Populations,consistency,2291000.00
84.323,Special Education - State Personnel Development,consistency,50146000.00
84.324,Research in Special Education,consistency,71840000.00
84.325,Special Education - Personnel Development to Improve Services and Results for Children with Disabilities,consistency,89720000.00
84.326,Special Education_Technical Assistance and Dissemination to Improve Services and Results for Children with Disabilities,consistency,48903000.00
84.327,Special Education_Technology and Media Services for Individuals with Disabilities,consistency,38428000.00
84.328,Special Education_Parent Information Centers,consistency,25704000.00
84.329,Special Education_Studies and Evaluations,consistency,9900000.00
84.330,Advanced Placement Program (Advanced Placement Test Fee; Advanced Placement Incentive Program Grants),consistency,37026000.00
84.334,Gaining Early Awareness and Readiness for Undergraduate Programs,consistency,303423120.00
84.335,Child Care Access Means Parents in School,consistency,15810300.00
84.336,Teacher Quality Enhancement Grants,consistency,59896960.00
84.337,International Education_Technological Innovation and Cooperation for Foreign Information Access,consistency,1700000.00
84.345,Underground Railroad Educational and Cultural Program,consistency,1980000.00
84.350,Transition to Teaching,consistency,44484000.00
84.351,Arts in Education,consistency,35277000.00
84.354,Credit Enhancement for Charter School Facilities,consistency,36611000.00
84.356,Alaska Native Educational Programs,consistency,33907000.00
84.359,Early Reading First,consistency,117666280.00
84.361,Voluntary Public School Choice,consistency,26278000.00
84.362,Native Hawaiian Education,consistency,33907000.00
84.363,School Leadership,consistency,14731000.00
84.364,Literacy through School Libraries,consistency,19485000.00
84.366,Mathematics and Science Partnerships,consistency,182160000.00
84.370,DC School Choice Incentive Program ,consistency,13860000.00
84.371,Striving Readers,consistency,31870000.00
84.372,Statewide Data Systems,consistency,24552000.00
84.373,Special Education_Technical Assistance on State Data Collection,consistency,14015000000.00
84.257,National Institute for Literacy,consistency,3989000.00
84.037,Perkins Loan Cancellations,consistency,65471000.00
84.007,Federal Supplemental Educational Opportunity Grants,consistency,770933000.00
84.375,Academic Competitiveness Grants,consistency,350000000.00
84.376,National Science and Mathematics Access to Retain Talent (SMART) Grants,consistency,230000000.00
81.041,State Energy Program,completeness,45381613.00
81.042,Weatherization Assistance for Low-Income Persons,consistency,204356661.00
81.036,Inventions and Innovations,completeness,2753990.00
81.049,Office of Science Financial Assistance Program,consistency,830000000.00
81.057,University Coal Research,consistency,2755000.00
81.065,Nuclear Waste Disposal Siting,consistency,29000000.00
81.079,Regional Biomass Energy Programs,consistency,395000.00
81.086,Conservation Research and Development,consistency,71883456.00
81.087,Renewable Energy Research and Development,consistency,226168574.00
81.105,"National Industrial Competitiveness through Energy, Environment, and Economics",completeness,1633941.00
81.106,"Transport of Transuranic Wastes to the Waste Isolation Pilot Plant: States and Tribal Concerns, Proposed Solutions",consistency,5631556.00
81.108,Epidemiology and Other Health Studies Financial Assistance Program,consistency,21000000.00
81.112,Stewardship Science Grant Program,consistency,23440299.00
81.113,Defense Nuclear Nonproliferation Research,consistency,12210324.00
81.117,"Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance",consistency,30170137.00
81.119,State Energy Program Special Projects,consistency,7951906.00
81.121,"Nuclear Energy Research, Development and Demonstration",consistency,143074820.00
81.122,"Electricity Delivery and Energy Reliability, Research, Development and Analysis",consistency,14454137.00
81.123,National Nuclear Security Administration (NNSA) Minority Serving Institutions (MSI) Program,consistency,36357377.00
81.089,Fossil Energy Research and Development,consistency,470065442.00
81.104,Office of Environmental Waste Processing,consistency,13000000.00
81.114,University Reactor Infrastructure and Education Support,consistency,12131633.00
93.041,"Special Programs for the Aging_Title VII, Chapter 3_Programs for Prevention of Elder Abuse, Neglect, and Exploitation",consistency,5146000.00
93.042,"Special Programs for the Aging_Title VII, Chapter 2_Long Term Care Ombudsman Services for Older Individuals",consistency,14935942.00
93.043,"Special Programs for the Aging_Title III, Part D_Disease Prevention and Health Promotion Services",consistency,21400000.00
93.044,"Special Programs for the Aging_Title III, Part B_Grants for Supportive Services and Senior Centers",consistency,350595000.00
93.045,"Special Programs for the Aging_Title III, Part C_Nutrition Services",consistency,587224000.00
93.052,"National Family Caregiver Support, Title III, Part E",consistency,160428000.00
93.053,Nutrition Services Incentive Program ,consistency,147846000.00
93.124,Nurse Anesthetist Traineeships,consistency,1250000.00
93.150,Projects for Assistance in Transition from Homelessness (PATH),completeness,51873000.00
93.157,Centers of Excellence,consistency,11393370.00
93.235,Abstinence Education Program,consistency,38673246.00
93.267,State Grants for Protection and Advocacy Services,consistency,2970000.00
93.358,Advanced Education Nursing Traineeships,consistency,16000000.00
93.556,Promoting Safe and Stable Families,consistency,381104000.00
93.558,Temporary Assistance for Needy Families,consistency,18304529000.00
93.560,Family Support Payments to States_Assistance Payments,consistency,32808000.00
93.563,Child Support Enforcement,consistency,4395600000.00
93.566,Refugee and Entrant Assistance_State Administered Programs,consistency,151763000.00
93.568,Low-Income Home Energy Assistance,consistency,2160093000.00
93.569,Community Services Block Grant,consistency,630414000.00
93.575,Child Care and Development Block Grant,consistency,2051200000.00
93.584,Refugee and Entrant Assistance_Targeted Assistance Grants,completeness,43731000.00
93.586,State Court Improvement Program,completeness,32940300.00
93.590,Community-Based Child Abuse Prevention Grants,consistency,42429000.00
93.591,Family Violence Prevention and Services/Grants For Battered Women's Shelters_Grants to State Domestic Violence Coalitions,consistency,12473100.00
93.594,Tribal Work Grants,consistency,7551000.00
93.596,Child Care Mandatory and Matching Funds of the Child Care and Development Fund,consistency,2902000000.00
93.599,Chafee Education and Training Vouchers Program (ETV),consistency,46110000.00
93.603,Adoption Incentive Payments,completeness,7354000.00
93.617,Voting Access for Individuals with Disabilities_Grants to States,completeness,10890000.00
93.618,Voting Access for Individuals with Disabilities-Grants for Protection and Advocacy Systems,consistency,4830000.00
93.630,Developmental Disabilities Basic Support and Advocacy Grants,consistency,110489000.00
93.643,Children's Justice Grants to States,consistency,17000000.00
93.645,Child Welfare Services_State Grants,consistency,286754000.00
93.658,Foster Care_Title IV-E,consistency,4687672000.00
93.659,Adoption Assistance,consistency,1942289000.00
93.667,Social Services Block Grant,completeness,1700000000.00
93.669,Child Abuse and Neglect State Grants,consistency,27007000.00
93.671,Family Violence Prevention and Services/Grants for Battered Women's Shelters_Grants to States and Indian Tribes,consistency,99784800.00
93.674,Chafee Foster Care Independence Program,consistency,139950011.00
93.767,State Children's Insurance Program,consistency,5940730000.00
93.775,State Medicaid Fraud Control Units,consistency,174800000.00
93.778,Medical Assistance Program,consistency,203499801000.00
93.780,Grants to States for Operation of Qualified High-Risk Pools,consistency,0.00
93.889,National Bioterrorism Hospital Preparedness Program,consistency,415032000.00
93.917,HIV Care Formula Grants,consistency,1104710500.00
93.959,Block Grants for Prevention and Treatment of Substance Abuse,completeness,1670661450.00
93.964,Public Health Traineeships,consistency,1289740.00
93.991,Preventive Health and Health Services Block Grant,consistency,93327380.00
93.994,Maternal and Child Health Services Block Grant to the States,consistency,561718437.00
93.264,Nurse Faculty Loan Program (NFLP),consistency,4592465.00
93.003,Public Health and Social Services Emergency Fund,consistency,0.00
93.004,Cooperative Agreements to Improve the Health Status of Minority Populations,consistency,7842317.00
93.007,Public Awareness Campaigns on Embryo Adoption,consistency,1500000.00
93.008,Medical Reserve Corps Small Grant Program,consistency,8350000.00
93.009,Compassion Capital Fund  ,consistency,64300000.00
93.010,Community-Based Abstinence Education (CBAE) ,consistency,97984000.00
93.015,HIV Prevention Programs for Women,consistency,0.00
93.019,Technical Assistance and Provision for Foreign Hospitals and Health Organizations,consistency,0.00
93.047,"Special Programs for the Aging_Title VI, Part A, Grants to Indian Tribes_Part B, Grants to Native Hawaiians",consistency,26134020.00
93.048,Special Programs for the Aging_Title IV_and Title II_Discretionary Projects,consistency,37190699.00
93.051,Alzheimer's Disease Demonstration Grants to States,consistency,11668000.00
93.054,"National Family Caregiver Support, Title VI, Part C, Grants To Indian Tribes And Native Hawaiians",consistency,6241000.00
93.061,Innovations in Applied Public Health Research,consistency,26839324.00
93.063,Centers for Genomics and Public Health,consistency,900000.00
93.067,Global AIDS,consistency,499757780.00
93.086,Healthy Marriage Promotion and Responsible Fatherhood Grants,consistency,150000000.00
93.087,Enhance the Safety of Children Affected by Parental Methamphetamine or Other Substance Abuse,consistency,40000000.00
93.100,Health Disparities in Minority Health,consistency,0.00
93.103,Food and Drug Administration_Research,consistency,24500000.00
93.104,Comprehensive Community Mental Health Services for Children with Serious Emotional Disturbances (SED),completeness,82277923.00
93.105,Bilingual/Bicultural Service Demonstration Grants,consistency,2500000.00
93.111,Adolescent Family Life Research Grants,consistency,1040000.00
93.113,Environmental Health,consistency,312021779.00
93.117,Grants for Preventive Medicine,consistency,1183673.00
93.118,Acquired Immunodeficiency Syndrome (AIDS) Activity,consistency,2336241.00
93.121,Oral Diseases and Disorders Research,consistency,288744000.00
93.134,Grants to Increase Organ Donations,consistency,6877205.00
93.136,Injury Prevention and Control Research and State and Community Based Programs,consistency,101846306.00
93.137,Community Programs to Improve  Minority Health Grant Program,consistency,6500000.00
